#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome 4	NC_003075.7	9532786	9537510	-	827402		AT4G16940	NP_001328970.1	1244	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 4	NC_003075.7	9539010	9544340	-	827403	RPP5	AT4G16950	NP_193428.2	1449	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 4	NC_003075.7	9539951	9540463	+	28720139		AT4G16955	NP_001328024.1	127	hypothetical protein AT4G16955
chromosome 4	NC_003075.7	9546039	9547175	-	28720140		AT4G16957	NP_001328025.1	254	SUPPRESSOR OF	 CONSTITUTIVE protein
chromosome 4	NC_003075.7	9547429	9551007	-	827404		AT4G16960	NP_001319971.1	1001	disease resistance protein (TIR-NBS-LRR class)
chromosome 4	NC_003075.7	9551516	9555766	-	827405		AT4G16970	NP_193430.3	889	Protein kinase superfamily protein
chromosome 4	NC_003075.7	9557087	9557581	+	827406		AT4G16980	NP_193431.2	164	arabinogalactan-protein family
chromosome 4	NC_003075.7	9557161	9557469	-	28720141		AT4G16983	NP_001328828.1	88	hypothetical protein AT4G16983
chromosome 4	NC_003075.7	9558927	9565225	+	827407	RLM3	AT4G16990	NP_001329881.1	801	disease resistance protein (TIR-NBS class)
chromosome 4	NC_003075.7	9567046	9569913	-	827408		AT4G17000	NP_193433.1	674	neurofilament heavy protein
chromosome 4	NC_003075.7	9576442	9577627	+	827409		AT4G17010	NP_567520.1	160	transcription factor IIIB
chromosome 4	NC_003075.7	9577973	9581082	-	827410		AT4G17020	NP_001190745.1	482	transcription factor-like protein
chromosome 4	NC_003075.7	9581817	9583181	-	827411	EXLB1	AT4G17030	NP_193436.2	250	expansin-like B1
chromosome 4	NC_003075.7	9586740	9589297	-	827412	CLPR4	AT4G17040	NP_567521.1	305	CLP protease R subunit 4
chromosome 4	NC_003075.7	9589662	9592413	+	827413	UGLYAH	AT4G17050	NP_193438.2	298	ureidoglycine aminohydrolase
chromosome 4	NC_003075.7	9593721	9594653	-	827414	FIP2	AT4G17060	NP_193439.1	310	FRIGIDA interacting protein 2
chromosome 4	NC_003075.7	9595523	9598066	-	827415		AT4G17070	NP_567522.5	343	peptidyl-prolyl cis-trans isomerase
chromosome 4	NC_003075.7	9601570	9603815	+	827416		AT4G17080	NP_193441.5	513	Histone H3 K4-specific methyltransferase SET7/9 family protein
chromosome 4	NC_003075.7	9604527	9604804	+	5008146		AT4G17085	NP_001078401.1	57	Putative membrane lipoprotein
chromosome 4	NC_003075.7	9605266	9607250	-	827419	CT-BMY	AT4G17090	NP_567523.1	548	chloroplast beta-amylase
chromosome 4	NC_003075.7	9610164	9612513	-	3770328		AT4G17100	NP_193443.4	844	poly(U)-specific endoribonuclease-B protein
chromosome 4	NC_003075.7	9613617	9636618	-	827424		AT4G17140	NP_001190747.1	4219	pleckstrin homology (PH) domain-containing protein
chromosome 4	NC_003075.7	9638591	9641648	+	827425		AT4G17150	NP_193448.2	502	alpha/beta-Hydrolases superfamily protein
chromosome 4	NC_003075.7	9641980	9643541	-	827427	RABB1a	AT4G17160	NP_193449.1	205	RAB GTPase homolog B1A
chromosome 4	NC_003075.7	9644908	9646220	-	827428	RABB1C	AT4G17170	NP_193450.1	211	RAB GTPase homolog B1C
chromosome 4	NC_003075.7	9646541	9648045	+	827429		AT4G17180	NP_193451.2	475	O-Glycosyl hydrolases family 17 protein
chromosome 4	NC_003075.7	9648743	9650865	-	827430	FPS2	AT4G17190	NP_193452.1	342	farnesyl diphosphate synthase 2
chromosome 4	NC_003075.7	9651108	9652253	+	827431		AT4G17200	NP_193453.1	381	F-box and associated interaction domains-containing protein
chromosome 4	NC_003075.7	9652585	9654257	-	827432		AT4G17210	NP_193454.1	527	weak chloroplast movement under blue light protein (DUF827)
chromosome 4	NC_003075.7	9655884	9656425	+	827433		AT4G17215	NP_567524.1	150	Pollen Ole e 1 allergen and extensin family protein
chromosome 4	NC_003075.7	9657008	9659405	-	827434	MAP70-5	AT4G17220	NP_193455.2	513	microtubule-associated proteins 70-5
chromosome 4	NC_003075.7	9661218	9662807	-	827435	SCL13	AT4G17230	NP_001328648.1	529	SCARECROW-like 13
chromosome 4	NC_003075.7	9666799	9668292	-	827436		AT4G17240	NP_193457.5	343	structural maintenance of chromosomes protein
chromosome 4	NC_003075.7	9669297	9670055	-	28720142		AT4G17243	NP_001329632.1	33	hypothetical protein AT4G17243
chromosome 4	NC_003075.7	9669383	9669883	+	827437		AT4G17245	NP_567525.1	166	RING/U-box superfamily protein
chromosome 4	NC_003075.7	9671104	9673329	+	827439		AT4G17250	NP_567526.4	741	transmembrane protein
chromosome 4	NC_003075.7	9674057	9675309	+	827440		AT4G17260	NP_193459.1	353	Lactate/malate dehydrogenase family protein
chromosome 4	NC_003075.7	9676406	9678568	+	827441		AT4G17270	NP_193460.1	343	Mo25 family protein
chromosome 4	NC_003075.7	9678887	9680277	-	827442		AT4G17280	NP_193461.5	402	Auxin-responsive family protein
chromosome 4	NC_003075.7	9681498	9684833	+	827443	NS1	AT4G17300	NP_001328216.1	587	Class II aminoacyl-tRNA and biotin synthetases superfamily protein
chromosome 4	NC_003075.7	9686466	9686848	-	827444		AT4G17310	NP_001329195.1	99	hypothetical protein AT4G17310
chromosome 4	NC_003075.7	9689263	9697172	-	827445	G2484-1	AT4G17330	NP_001329269.1	2037	G2484-1 protein
chromosome 4	NC_003075.7	9699318	9700250	+	827446	TIP2;2	AT4G17340	NP_193465.1	250	tonoplast intrinsic protein 2;2
chromosome 4	NC_003075.7	9701582	9703358	+	827447		AT4G17350	NP_193466.2	405	auxin canalization protein (DUF828)
chromosome 4	NC_003075.7	9703698	9705468	-	827448		AT4G17360	NP_193467.2	328	Formyl transferase
chromosome 4	NC_003075.7	9706188	9708142	+	827449		AT4G17370	NP_193468.2	368	Oxidoreductase family protein
chromosome 4	NC_003075.7	9708742	9714068	+	827450	MSH4	AT4G17380	NP_193469.2	792	MUTS-like protein 4
chromosome 4	NC_003075.7	9714407	9715545	-	827451		AT4G17390	NP_193470.1	204	Ribosomal protein L23/L15e family protein
chromosome 4	NC_003075.7	9716360	9721642	+	827452		AT4G17410	NP_001190750.1	827	DWNN domain	 a CCHC-type zinc finger
chromosome 4	NC_003075.7	9722544	9724443	-	827453		AT4G17420	NP_567527.1	285	Tryptophan RNA-binding attenuator protein-like protein
chromosome 4	NC_003075.7	9725201	9726801	-	827454		AT4G17430	NP_193473.1	507	O-fucosyltransferase family protein
chromosome 4	NC_003075.7	9727848	9728659	+	827455		AT4G17440	NP_001328527.1	234	chromogranin (DUF1639)
chromosome 4	NC_003075.7	9739862	9740983	+	827457	HAT1	AT4G17460	NP_193476.1	282	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein
chromosome 4	NC_003075.7	9742922	9744468	-	827458		AT4G17470	NP_001319975.1	308	alpha/beta-Hydrolases superfamily protein
chromosome 4	NC_003075.7	9745313	9746847	-	827459		AT4G17480	NP_193478.1	304	alpha/beta-Hydrolases superfamily protein
chromosome 4	NC_003075.7	9747375	9748892	-	827461		AT4G17483	NP_193479.1	300	alpha/beta-Hydrolases superfamily protein
chromosome 4	NC_003075.7	9749992	9751201	-	827462		AT4G17486	NP_567528.2	224	PPPDE putative thiol peptidase family protein
chromosome 4	NC_003075.7	9752973	9753821	-	827463	ERF6	AT4G17490	NP_567529.1	282	ethylene responsive element binding factor 6
chromosome 4	NC_003075.7	9759405	9760211	+	827464	ERF-1	AT4G17500	NP_567530.4	268	ethylene responsive element binding factor 1
chromosome 4	NC_003075.7	9764376	9766315	-	827465		AT4G17505	NP_193483.1	322	carboxyl-terminal proteinase-like protein (DUF239)
chromosome 4	NC_003075.7	9767114	9768648	-	827466	UCH3	AT4G17510	NP_193484.1	234	ubiquitin C-terminal hydrolase 3
chromosome 4	NC_003075.7	9771496	9773313	+	827467		AT4G17520	NP_193485.1	360	Hyaluronan / mRNA binding family
chromosome 4	NC_003075.7	9773721	9775424	-	827468	RAB1C	AT4G17530	NP_193486.1	202	RAB GTPase homolog 1C
chromosome 4	NC_003075.7	9775982	9777765	+	827469		AT4G17540	NP_193487.2	294	dynamin
chromosome 4	NC_003075.7	9777938	9779738	-	827470	G3Pp4	AT4G17550	NP_193488.2	544	Major facilitator superfamily protein
chromosome 4	NC_003075.7	9780343	9781752	+	827471		AT4G17560	NP_567531.1	225	Ribosomal protein L19 family protein
chromosome 4	NC_003075.7	9782508	9783644	-	827473		AT4G17565	NP_193490.1	378	F-box protein (DUF295)
chromosome 4	NC_003075.7	9784329	9786644	-	827474	GATA26	AT4G17570	NP_001190755.1	526	GATA transcription factor 26
chromosome 4	NC_003075.7	9789789	9791145	-	827475		AT4G17580	NP_193492.1	247	Bax inhibitor-1 family protein
chromosome 4	NC_003075.7	9792523	9793259	-	827476		AT4G17585	NP_193493.1	152	aluminum activated malate transporter family protein
chromosome 4	NC_003075.7	9800843	9802591	-	827478		AT4G17590	NP_193494.4	201	NOL1/NOP2/sun family protein
chromosome 4	NC_003075.7	9803759	9804714	+	827479	LIL3:1	AT4G17600	NP_567532.1	262	Chlorophyll A-B binding family protein
chromosome 4	NC_003075.7	9805652	9814910	-	827480		AT4G17610	NP_001319976.1	1828	tRNA/rRNA methyltransferase (SpoU) family protein
chromosome 4	NC_003075.7	9817142	9819023	+	827481	CBL1	AT4G17615	NP_001329533.1	252	calcineurin B-like protein 1
chromosome 4	NC_003075.7	9819608	9821632	+	6240541		AT4G17616	NP_001119002.1	674	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 4	NC_003075.7	9822005	9824859	+	827482		AT4G17620	NP_001031654.1	544	glycine-rich protein
chromosome 4	NC_003075.7	9825438	9826988	+	827484	CKB2	AT4G17640	NP_193499.1	282	casein kinase II beta chain 2
chromosome 4	NC_003075.7	9827749	9829443	+	827485		AT4G17650	NP_193500.1	256	Polyketide cyclase / dehydrase and lipid transport protein
chromosome 4	NC_003075.7	9831401	9833006	+	827486		AT4G17660	NP_193501.2	388	Protein kinase superfamily protein
chromosome 4	NC_003075.7	9833948	9834663	-	827487		AT4G17670	NP_567534.1	159	senescence-associated family protein (DUF581)
chromosome 4	NC_003075.7	9842903	9844095	-	827488		AT4G17680	NP_193503.2	314	SBP (S-ribonuclease binding protein) family protein
chromosome 4	NC_003075.7	9846127	9847107	+	827489		AT4G17690	NP_193504.1	326	Peroxidase superfamily protein
chromosome 4	NC_003075.7	9848134	9850698	-	827490	KAN3	AT4G17695	NP_567535.1	322	Homeodomain-like superfamily protein
chromosome 4	NC_003075.7	9854322	9855227	+	827491		AT4G17700	NP_193505.3	164	hypothetical protein AT4G17700
chromosome 4	NC_003075.7	9856327	9859288	-	827492	HDG4	AT4G17710	NP_193506.2	709	homeodomain GLABROUS 4
chromosome 4	NC_003075.7	9859795	9860208	-	3770189		AT4G17713	NP_001031655.1	99	Putative membrane lipoprotein
chromosome 4	NC_003075.7	9861596	9861995	-	3770190		AT4G17718	NP_001031656.1	101	Defensin-like (DEFL) family protein
chromosome 4	NC_003075.7	9862660	9864498	-	827493		AT4G17720	NP_567536.1	313	RNA-binding (RRM/RBD/RNP motifs) family protein
chromosome 4	NC_003075.7	9865351	9866717	+	827494	SYP23	AT4G17730	NP_001078403.1	262	syntaxin of plants 23
chromosome 4	NC_003075.7	9867088	9869719	-	827495		AT4G17740	NP_193509.1	515	Peptidase S41 family protein
chromosome 4	NC_003075.7	9869969	9871603	-	827496	HSF1	AT4G17750	NP_193510.1	495	heat shock factor 1
chromosome 4	NC_003075.7	9871820	9873257	+	827497		AT4G17760	NP_193511.2	300	PCNA domain-containing protein
chromosome 4	NC_003075.7	9877055	9880084	+	827498	TPS5	AT4G17770	NP_001329809.1	862	trehalose phosphatase/synthase 5
chromosome 4	NC_003075.7	9880259	9881455	-	827499		AT4G17780	NP_567539.2	398	F-box and associated interaction domains-containing protein
chromosome 4	NC_003075.7	9881867	9883368	-	827500	MYB39	AT4G17785	NP_567540.2	360	myb domain protein 39
chromosome 4	NC_003075.7	9891425	9892675	+	827501		AT4G17790	NP_567541.1	264	SNARE associated Golgi protein family
chromosome 4	NC_003075.7	9895549	9896427	-	827502		AT4G17800	NP_193515.1	292	Putative AT-hook DNA-binding family protein
chromosome 4	NC_003075.7	9906918	9907532	+	827503		AT4G17810	NP_193516.2	204	C2H2 and C2HC zinc fingers superfamily protein
chromosome 4	NC_003075.7	9915916	9918049	+	827506		AT4G17830	NP_001190758.1	445	Peptidase M20/M25/M40 family protein
chromosome 4	NC_003075.7	9918222	9920190	-	827507		AT4G17840	NP_567542.1	422	CAAX protease self-immunity protein
chromosome 4	NC_003075.7	9922990	9923850	+	827508		AT4G17850	NP_193519.1	187	hypothetical protein AT4G17850
chromosome 4	NC_003075.7	9924698	9926337	-	827509		AT4G17860	NP_193520.3	356	carboxyl-terminal proteinase-like protein	 putative (DUF239)
chromosome 4	NC_003075.7	9928792	9929367	+	827510	PYR1	AT4G17870	NP_193521.1	191	Polyketide cyclase/dehydrase and lipid transport superfamily protein
chromosome 4	NC_003075.7	9933702	9935471	-	827511	MYC4	AT4G17880	NP_193522.1	589	Basic helix-loop-helix (bHLH) DNA-binding family protein
chromosome 4	NC_003075.7	9937121	9939146	+	827512	AGD8	AT4G17890	NP_567543.1	413	ARF-GAP domain 8
chromosome 4	NC_003075.7	9939914	9942698	+	827513	UBP20	AT4G17895	NP_567544.1	695	ubiquitin-specific protease 20
chromosome 4	NC_003075.7	9946046	9947697	+	827514		AT4G17900	NP_193524.2	227	PLATZ transcription factor family protein
chromosome 4	NC_003075.7	9948853	9949863	-	6241286	ATL4H	AT4G17905	NP_001329841.1	336	RING/U-box superfamily protein
chromosome 4	NC_003075.7	9951322	9953956	-	827515		AT4G17910	NP_001328796.1	466	transferases	 transferring acyl groups
chromosome 4	NC_003075.7	9963221	9964090	-	827517		AT4G17920	NP_193526.1	289	RING/U-box superfamily protein
chromosome 4	NC_003075.7	9965787	9966778	+	827519		AT4G17940	NP_567545.1	274	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 4	NC_003075.7	9967295	9969007	-	827520		AT4G17950	NP_567546.1	439	AT hook motif DNA-binding family protein
chromosome 4	NC_003075.7	9971154	9972227	+	827521		AT4G17960	NP_193530.1	154	phospholipid hydroperoxide glutathione peroxidase
chromosome 4	NC_003075.7	9975482	9977722	+	827522	ALMT12	AT4G17970	NP_193531.1	560	aluminum-activated	 malate transporter 12
chromosome 4	NC_003075.7	9978877	9980038	-	827523	NAC071	AT4G17980	NP_001329603.1	292	NAC domain containing protein 71
chromosome 4	NC_003075.7	9984512	9985729	-	827524		AT4G17990	NP_001328528.1	233	hypothetical protein AT4G17990
chromosome 4	NC_003075.7	9991194	9994099	-	827526	IP5PII	AT4G18010	NP_567547.1	646	myo-inositol polyphosphate 5-phosphatase 2
chromosome 4	NC_003075.7	10003738	10006682	-	827527	APRR2	AT4G18020	NP_001329341.1	535	CheY-like two-component responsive regulator family protein
chromosome 4	NC_003075.7	10012850	10015267	-	827528		AT4G18030	NP_193537.2	621	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
chromosome 4	NC_003075.7	10016724	10018151	-	827529	EIF4E	AT4G18040	NP_193538.1	235	eukaryotic translation initiation factor 4E
chromosome 4	NC_003075.7	10022175	10027280	+	827530	ABCB9	AT4G18050	NP_001328203.1	1246	P-glycoprotein 9
chromosome 4	NC_003075.7	10027668	10029662	-	827531		AT4G18060	NP_193540.3	351	SH3 domain-containing protein
chromosome 4	NC_003075.7	10030839	10032329	+	827532		AT4G18070	NP_849405.2	262	suppressor
chromosome 4	NC_003075.7	10033210	10033935	-	827533		AT4G18080	NP_193542.1	241	transmembrane protein
chromosome 4	NC_003075.7	10034011	10034847	-	827534		AT4G18090	NP_193543.1	278	hypothetical protein AT4G18090
chromosome 4	NC_003075.7	10035715	10036475	-	827535		AT4G18100	NP_193544.1	133	Ribosomal protein L32e
chromosome 4	NC_003075.7	10037077	10037718	-	827536		AT4G18110	NP_193545.1	213	RING/U-box superfamily protein
chromosome 4	NC_003075.7	10042312	10045948	-	827538	PHYE	AT4G18130	NP_193547.4	1112	phytochrome E
chromosome 4	NC_003075.7	10046718	10049052	-	827539	SSP4b	AT4G18140	NP_001031661.2	446	SCP1-like small phosphatase 4b
chromosome 4	NC_003075.7	10050211	10053790	+	827540		AT4G18150	NP_193549.5	758	Serine/Threonine-kinase	 putative (DUF1296)
chromosome 4	NC_003075.7	10055696	10057546	+	827541	KCO6	AT4G18160	NP_193550.1	436	Ca2+ activated outward rectifying K+ channel 6
chromosome 4	NC_003075.7	10061508	10062691	+	827542	WRKY28	AT4G18170	NP_193551.1	318	WRKY DNA-binding protein 28
chromosome 4	NC_003075.7	10065614	10067317	+	827543		AT4G18180	NP_001319980.1	422	Pectin lyase-like superfamily protein
chromosome 4	NC_003075.7	10067939	10069193	+	827544	PUP6	AT4G18190	NP_193553.2	387	purine permease 6
chromosome 4	NC_003075.7	10069718	10070974	+	3770302	PUP8	AT4G18195	NP_001031662.1	394	purine permease 8
chromosome 4	NC_003075.7	10071775	10073029	+	3770303	PUP7	AT4G18197	NP_001031663.1	390	purine permease 7
chromosome 4	NC_003075.7	10072744	10073659	-	28720143		AT4G18203	NP_001328291.1	77	hypothetical protein AT4G18203
chromosome 4	NC_003075.7	10073850	10075065	+	3770304		AT4G18205	NP_001031664.1	377	Nucleotide-sugar transporter family protein
chromosome 4	NC_003075.7	10076175	10077495	+	827546	PUP10	AT4G18210	NP_193555.3	390	purine permease 10
chromosome 4	NC_003075.7	10077201	10079928	-	28720144		AT4G18215	NP_001329273.1	249	hypothetical protein AT4G18215	 partial
chromosome 4	NC_003075.7	10078768	10080109	+	827548		AT4G18220	NP_001319981.1	390	Drug/metabolite transporter superfamily protein
chromosome 4	NC_003075.7	10080521	10081710	-	827549		AT4G18230	NP_001328332.1	233	UDP-N-acetylglucosamine transferase subunit ALG14-like protein
chromosome 4	NC_003075.7	10082221	10087044	+	827550	SS4	AT4G18240	NP_193558.3	1040	starch synthase 4
chromosome 4	NC_003075.7	10087343	10090234	-	827551		AT4G18250	NP_001319982.1	689	receptor Serine/Threonine kinase-like protein
chromosome 4	NC_003075.7	10091274	10092087	-	28720145		AT4G18253	NP_001329110.1	243	receptor Serine/Threonine kinase-like protein
chromosome 4	NC_003075.7	10095658	10097337	-	827552		AT4G18260	NP_193560.2	284	Cytochrome b561/ferric reductase transmembrane protein family
chromosome 4	NC_003075.7	10099364	10101897	-	827553	TRANS11	AT4G18270	NP_193561.4	480	translocase 11
chromosome 4	NC_003075.7	10104082	10104555	+	827554		AT4G18280	NP_567550.1	157	glycine-rich cell wall protein-like protein
chromosome 4	NC_003075.7	10115385	10118477	+	827555	KAT2	AT4G18290	NP_001329801.1	708	potassium channel KAT1-like protein
chromosome 4	NC_003075.7	10118852	10120981	+	827556		AT4G18300	NP_193564.1	709	Trimeric LpxA-like enzyme
chromosome 4	NC_003075.7	10122075	10122990	+	827557		AT4G18310	NP_193565.2	287	hypothetical protein AT4G18310
chromosome 4	NC_003075.7	10125016	10125978	+	827558		AT4G18320	NP_001154251.1	320	hypothetical protein AT4G18320
chromosome 4	NC_003075.7	10126747	10128587	+	827559		AT4G18330	NP_974567.1	471	Translation elongation factor EF1A/initiation factor IF2gamma family protein
chromosome 4	NC_003075.7	10128869	10129363	+	827560		AT4G18335	NP_680718.1	164	hypothetical protein AT4G18335
chromosome 4	NC_003075.7	10130245	10132019	-	827561		AT4G18340	NP_193568.2	397	Glycosyl hydrolase superfamily protein
chromosome 4	NC_003075.7	10142672	10144423	+	827562	NCED2	AT4G18350	NP_193569.1	583	nine-cis-epoxycarotenoid dioxygenase 2
chromosome 4	NC_003075.7	10146141	10148386	-	827563	GOX3	AT4G18360	NP_001329914.1	368	Aldolase-type TIM barrel family protein
chromosome 4	NC_003075.7	10149235	10151051	+	827564	DEG5	AT4G18370	NP_567552.2	323	DEGP protease 5
chromosome 4	NC_003075.7	10151349	10151687	-	827565		AT4G18372	NP_001328000.1	112	Small nuclear ribonucleoprotein family protein
chromosome 4	NC_003075.7	10152825	10155125	+	827566		AT4G18375	NP_193572.1	606	RNA-binding KH domain-containing protein
chromosome 4	NC_003075.7	10157957	10159099	+	827567		AT4G18380	NP_193573.1	380	F-box family protein
chromosome 4	NC_003075.7	10163212	10164309	-	827568	TCP2	AT4G18390	NP_001078407.1	365	TEOSINTE BRANCHED 1	 cycloidea and PCF transcription factor 2
chromosome 4	NC_003075.7	10169475	10169834	+	827569		AT4G18395	NP_567554.1	119	hypothetical protein AT4G18395
chromosome 4	NC_003075.7	10170024	10171221	-	827570		AT4G18400	NP_567555.1	107	hypothetical protein AT4G18400
chromosome 4	NC_003075.7	10176264	10176530	-	7922355		AT4G18422	NP_001154252.1	88	transmembrane protein
chromosome 4	NC_003075.7	10181421	10182062	-	827573		AT4G18425	NP_567556.1	213	transmembrane protein	 putative (DUF679)
chromosome 4	NC_003075.7	10183903	10185223	-	827574	RABA1e	AT4G18430	NP_193578.1	217	RAB GTPase homolog A1E
chromosome 4	NC_003075.7	10186385	10188832	-	827575		AT4G18440	NP_193579.2	536	L-Aspartase-like family protein
chromosome 4	NC_003075.7	10190250	10191161	-	827576		AT4G18450	NP_193580.1	303	Integrase-type DNA-binding superfamily protein
chromosome 4	NC_003075.7	10192984	10195511	+	827577	SNI1	AT4G18470	NP_567557.1	432	negative regulator of systemic acquired resistance (SNI1)
chromosome 4	NC_003075.7	10195763	10196679	-	827578		AT4G18460	NP_193582.2	153	D-Tyr-tRNA(Tyr) deacylase family protein
chromosome 4	NC_003075.7	10197056	10201611	+	827579		AT4G18465	NP_567558.2	695	RNA helicase family protein
chromosome 4	NC_003075.7	10201897	10203361	-	827580	CHLI1	AT4G18480	NP_193583.1	424	P-loop containing nucleoside triphosphate hydrolases superfamily protein
chromosome 4	NC_003075.7	10204388	10208350	+	827581		AT4G18490	NP_001328810.1	803	hypothetical protein AT4G18490
chromosome 4	NC_003075.7	10209148	10209411	-	827582		AT4G18500	NP_193585.1	66	hypothetical protein AT4G18500
chromosome 4	NC_003075.7	10209311	10209640	+	3770110		AT4G18501	NP_001031665.1	109	hypothetical protein AT4G18501
chromosome 4	NC_003075.7	10212092	10212319	+	827583	CLE2	AT4G18510	NP_193586.1	75	CLAVATA3/ESR-related 2
chromosome 4	NC_003075.7	10215250	10217103	-	827584		AT4G18520	NP_193587.4	617	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 4	NC_003075.7	10217749	10220285	+	827585		AT4G18530	NP_193588.5	389	lysine ketoglutarate reductase trans-splicing-like protein	 putative (DUF707)
chromosome 4	NC_003075.7	10221203	10223028	-	827586		AT4G18540	NP_193589.1	520	transmembrane protein
chromosome 4	NC_003075.7	10225006	10226913	-	827587	DSEL	AT4G18550	NP_001328832.1	436	alpha/beta-Hydrolases superfamily protein
chromosome 4	NC_003075.7	10231439	10234534	+	827588		AT4G18570	NP_193591.2	642	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 4	NC_003075.7	10234853	10235524	-	827590		AT4G18580	NP_567559.1	115	hypothetical protein AT4G18580
chromosome 4	NC_003075.7	10236524	10236940	+	827591		AT4G18590	NP_567560.2	106	Nucleic acid-binding	 OB-fold-like protein
chromosome 4	NC_003075.7	10238154	10238698	+	827592		AT4G18593	NP_001328432.1	142	dual specificity protein phosphatase-like protein
chromosome 4	NC_003075.7	10238976	10239728	+	827593		AT4G18596	NP_567562.2	218	Pollen Ole e 1 allergen and extensin family protein
chromosome 4	NC_003075.7	10239947	10247372	-	827594	WAVE5	AT4G18600	NP_193595.3	2028	SCAR family protein
chromosome 4	NC_003075.7	10250794	10251369	+	28720146	LSH9	AT4G18610	NP_001319986.1	191	LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)
chromosome 4	NC_003075.7	10254359	10254853	+	827596	PYL13	AT4G18620	NP_193597.1	164	PYR1-like 13
chromosome 4	NC_003075.7	10257178	10258734	+	827597		AT4G18630	NP_193598.2	479	hypothetical protein (DUF688)
chromosome 4	NC_003075.7	10260481	10263577	+	827598	MRH1	AT4G18640	NP_193599.3	678	Leucine-rich repeat protein kinase family protein
chromosome 4	NC_003075.7	10264043	10265422	-	827599		AT4G18650	NP_193600.2	232	transcription factor-like protein
chromosome 4	NC_003075.7	10273585	10274043	+	827600		AT4G18660	NP_193601.5	152	delay of germination protein
chromosome 4	NC_003075.7	10275918	10278491	-	827601		AT4G18670	NP_193602.4	857	Leucine-rich repeat (LRR) family protein
chromosome 4	NC_003075.7	10281033	10281740	+	827602		AT4G18680	NP_193603.1	235	delay of germination protein
chromosome 4	NC_003075.7	10282788	10283636	+	827603		AT4G18690	NP_193604.2	282	delay of germination protein
chromosome 4	NC_003075.7	10284449	10284667	+	6240656		AT4G18692	NP_001119008.1	72	hypothetical protein AT4G18692
chromosome 4	NC_003075.7	10289110	10290579	-	827604	CIPK12	AT4G18700	NP_193605.1	489	CBL-interacting protein kinase 12
chromosome 4	NC_003075.7	10296474	10298913	+	827605	BIN2	AT4G18710	NP_193606.1	380	Protein kinase superfamily protein
chromosome 4	NC_003075.7	10299945	10301228	+	827606		AT4G18720	NP_193607.1	266	Transcription factor IIS protein
chromosome 4	NC_003075.7	10302238	10303206	+	827607	RPL16B	AT4G18730	NP_567563.1	182	ribosomal protein L16B
chromosome 4	NC_003075.7	10303543	10304479	-	827608		AT4G18740	NP_193609.2	245	Rho termination factor
chromosome 4	NC_003075.7	10304850	10307465	+	827609	DOT4	AT4G18750	NP_193610.1	871	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 4	NC_003075.7	10308163	10309458	-	827610	RLP51	AT4G18760	NP_193611.1	431	receptor like protein 51
chromosome 4	NC_003075.7	10311068	10312557	+	827611	MYB98	AT4G18770	NP_193612.1	427	myb domain protein 98
chromosome 4	NC_003075.7	10312846	10316719	-	827612	IRX1	AT4G18780	NP_567564.1	985	cellulose synthase family protein
chromosome 4	NC_003075.7	10317785	10319660	-	827613	NRAMP5	AT4G18790	NP_193614.1	530	NRAMP metal ion transporter family protein
chromosome 4	NC_003075.7	10320156	10321339	-	827614	RABA1d	AT4G18800	NP_193615.1	214	RAB GTPase homolog A1D
chromosome 4	NC_003075.7	10322263	10325735	-	827615		AT4G18810	NP_001190764.1	627	NAD(P)-binding Rossmann-fold superfamily protein
chromosome 4	NC_003075.7	10330371	10334090	+	827616		AT4G18820	NP_193617.3	1097	AAA-type ATPase family protein
chromosome 4	NC_003075.7	10334911	10335282	-	3769848		AT4G18823	NP_001031666.1	74	Defensin-like (DEFL) family protein
chromosome 4	NC_003075.7	10337449	10338498	+	827617	OFP5	AT4G18830	NP_193618.2	349	ovate family protein 5
chromosome 4	NC_003075.7	10338719	10340356	-	827618		AT4G18840	NP_001319988.1	545	Pentatricopeptide repeat (PPR-like) superfamily protein
chromosome 4	NC_003075.7	10344687	10345588	+	827620		AT4G18860	NP_193621.1	97	hypothetical protein AT4G18860
chromosome 4	NC_003075.7	10346169	10347227	+	827621		AT4G18870	NP_193622.1	291	E2F/DP family winged-helix DNA-binding domain-containing protein
chromosome 4	NC_003075.7	10347769	10349051	-	827622	HSF A4A	AT4G18880	NP_193623.1	401	heat shock transcription factor A4A
chromosome 4	NC_003075.7	10352774	10355259	+	827623	BEH3	AT4G18890	NP_193624.1	284	BES1/BZR1 homolog 3
chromosome 4	NC_003075.7	10356465	10359078	+	827624		AT4G18900	NP_567565.1	461	Transducin/WD40 repeat-like superfamily protein
chromosome 4	NC_003075.7	10360234	10362991	+	827625		AT4G18905	NP_001190765.1	504	Transducin/WD40 repeat-like superfamily protein
